"Name";"Type";"Picture";"Description";"Semantics";"CertificateHolderName";"RegistrationDate";"RegistrationNumber";"global_id";
"Знак отличия муниципального округа Бутырский в городе Москве «За заслуги»";"Знак отличия";"5e83625f-88f1-4c0b-90d8-5896755e881e";"Знак отличия муниципального округа Бутырский в городе Москве «За заслуги» – из металла серебристого цвета в виде овального медальона, в центре которого – изображение герба муниципального округа Бутырский в городе Москве. Медальон имеет рельефный бортик и кайму, ограниченную внутренним рельефным бортиком. В верхней части каймы – надпись рельефными буквами: «ЗА ЗАСЛУГИ», в нижней части, от центра к центру – надпись рельефными буквами: «БУТЫРСКИЙ». В центре медальона слева и справа от герба, поверх каймы расположены рельефные листья аканта. Медальон с помощью ушка и кольца крепится к трапециевидной колодке, расширяющейся к низу, в нижней части колодки имеется фигурная скоба с прорезью. Скоба имеет декоративную отделку в виде рельефных расширяющихся лучей, расходящихся от ушка. Нижний край скобы обрамлен листьями аканта. Колодка обтянута шелковой муаровой лентой шириной – 24 мм. Левая часть ленты темно-красного цвета шириной – 12 мм, окаймленная с левого края двумя белыми полосами шириной – 1 мм каждая, расположенными на расстоянии – 1 мм друг от друга, правее – зеленая и красная полосы шириной – 6 мм каждая, на красной полосе, на расстоянии – 1 мм от правого края расположены желтая и белая полосы шириной – 1 мм, каждая. На оборотной стороне.";"-";"Муниципальный округ Бутырский в городе Москве";"10.08.2023";"МС № 15/4";"2622481067";
"Знак к Почетному званию муниципального округа Бутырский в городе Москве «Почетный житель муниципального округа Бутырский в городе Москве»";"Знак отличия";"b7959e04-aca9-4549-8346-3ddef7d4cfce";"Знак к Почетному званию муниципального округа Бутырский в городе Москве «Почетный житель муниципального округа Бутырский в городе Москве» – из металла золотистого цвета в виде фигурного медальона, в центре которого – изображение герба муниципального округа Бутырский в городе Москве. От центра медальона расходятся тонкие рельефные лучи. В верхней части медальона – расходящиеся вниз рельефные листья аканта, в нижней – надпись рельефными буквами: «БУТЫРСКИЙ». По сторонам медальона – фигурные накладные ленты с гильошированным фоном и красной прозрачной эмалью, с надписями рельефными буквами, слева: «ПОЧЕТНЫЙ», справа: «ЖИТЕЛЬ». По краям лент – концевые рельефные точки золотистого цвета. На оборотной стороне медальона – номер Знака к Почетному званию. Медальон имеет ушко для крепления декоративной скобы, через которую продевается муаровая лента для ношения Знака к Почетному званию на шее.";"-";"Муниципальный округ Бутырский в городе Москве";"10.08.2023";"МС № 15/3";"2622481073";
"Флаг муниципального округа Щукино в городе Москве";"Флаг";"b1ccc30b-b8c1-4fa3-ad14-14803abd56c6";"Прямоугольное полотнище с отношением ширины к длине 2:3, состоящее из двух горизонтальных полос: синей составляющей 1:3 ширины полотнища и под ней желтой. В центре полос помещены фигуры из герба муниципального округа с заменой серебра белым и серым цветом.";"Современный муниципальный округ расположен на территории деревни Щукинская – древнего поселения, первое упоминание о котором относится к XV столетию. Изображение щуки вошло в флаг как гласный символ, указывающий на историческое название муниципального округа. Синяя полоса указывает на то, что муниципальный округ расположен на берегу реки Москвы. Геральдические фигуры – цикламоры и шар, уложенные в композицию, напоминающую знак атома, символизируют созданный в 1943 году на территории Щукино Институт атомной энергии имени И.В. Курчатова. Использованные цвета дополняют символику флага: Желтый цвет (золото) – символ интеллекта, уважения, стабильности, богатства. Белый цвет (серебро) – символ чистоты, совершенства, мира и взаимопонимания. Синий (лазоревый) цвет – символ водных просторов, честности, верности и безупречности. Черный цвет – мудрости, знания и осторожности.";"Муниципальный округ Щукино в городе Москве";"10.08.2023";"МС № 113/2";"2622538981";
"Герб муниципального округа Щукино в городе Москве";"Герб";"a0c24644-334a-4627-a5bf-c2a99ea413ac";"В золотом поле – черный шар посередине двух, той же финифти, положенных накрест и вытянутых в перевязи цикламор; в лазоревой главе – серебряная щука.";"Современный муниципальный округ расположен на территории деревни Щукинская – древнего поселения, первое упоминание о котором относится к XV столетию. Изображение щуки вошло в герб как гласный символ, указывающий на историческое название муниципального округа. Лазоревая (синяя) глава указывает на то, что муниципальный округ расположен на берегу реки Москвы. Геральдические фигуры – цикламоры и шар, уложенные в композицию, напоминающую знак атома, символизируют созданный в 1943 году на территории Щукино Институт атомной энергии имени И.В. Курчатова. Использованные цвета дополняют символику герба: Золото – символ интеллекта, уважения, стабильности, богатства. Серебро – символ чистоты, совершенства, мира и взаимопонимания. Лазоревый (синий) цвет – символ водных просторов, честности, верности и безупречности. Черный цвет – мудрости, знания и осторожности.";"Муниципальный округ Щукино в городе Москве";"10.08.2023";"МС № 113/1";"2622568948";
"Флаг муниципального округа Теплый Стан в городе Москве";"Флаг";"311bd270-6dcb-4de1-a1ff-e2bcb4a33c5f";"Прямоугольное зеленое полотнище с отношением ширины к длине 2:3, на всю поверхность которого распространена композиция из герба муниципального округа Теплый Стан, с заменой геральдических золота, червлени и лазури соответственно желтым, красным и синим цветами.";"Флаг разработан на основе герба и повторяет его символику. Муниципальный округ Теплый Стан создан в территориальных границах района города Москвы с одноименным названием, который в свою очередь был образован в 1995 году. Происхождение названия данного муниципального образования связано с располагавшимися ранее в этих местах подмосковными поселениями Нижние Тёплые Станы и Верхние Тёплые Станы, которые стали частью Москвы в 1960 году. Название муниципального округа «Теплый Стан» имеет несколько версий происхождения. Для целей обоснования символики официального символа выбрана наиболее распространенная версия. Слово «теплый» однозначно толкуется как утепленное, отапливаемое, обустроенное для зимнего жилья место. Слово «стан» (становище) истолковывается как место, где дорожные путники или ратные люди стали, остановились для отдыха, временного пребывания. В старину расстояние от Москвы до деревень Верхние и Нижние Теплые Станы было равно одному конному переходу. Следовательно, путешественникам и ездокам здесь нужно было остановиться, спешиться, накормить лошадей и дать им отдохнуть. Таким образом, здесь находилось последнее отапливаемое (теплое) пристанище на выезде из Москвы. На территории муниципального образования находится одно из самых высоких мест в городе Москве: Теплостанская возвышенность, отрог Смоленско-Московской возвышенности, высота которой достигает 253 метра над уровнем моря. В этом месте очень сближены верховья сразу четырёх относительно крупных рек - Очаковки (истока Раменки), Чертановки, Битцы и Сосенки. Близко от этой точки берут начало также небольшие речки Смородинка, Городня, Сетунька, Сетунь, Дубинкинская речка и Румяниевский ручей. Многие из этих ручьев и речек берут начало на территории ландшафтного заказника «Теплый Стан», который является естественным лесным массивом, оказавшимся в городской черте. Речка Очаковка свое начало берет из родника с названием «Холодный» и впадает в Большой пруд, из которого берет начало река Раменка. Природный лесной массив ландшафтного заказника, чистый воздух, родники и малые реки до настоящего времени сохраняются на территории муниципального образования. Зеленое полотнище флага символизирует природный лесной массив ландшафтного заказника «Теплый Стан», который располагается рядом с жилыми кварталами. Золотое острие аллегорически указывает на одно из самых высоких мест в городе Москве (Теплостанская возвышенность), которое расположено на территории данного муниципального образования. Червленая с зеленой шатровой кровлей беседка символизирует место, где дорожные путники или ратные люди, останавливались для отдыха, временного пребывания в теплом, отапливаемом пристанище - стане, давшем впоследствии этой местности название «Теплый Стан». Лазоревый (синий) поток, вытекающий из основания червленой (красной) с зеленой шатровой кровлей беседки и впадающий в чашевидный водоем того же цвета, языком аллегории указывает на речку Очаковку, берущую свое начало из родника с названием «Холодный» и впадающую в Большой пруд. Примененные во флаге цвета символизируют: зелень (зеленый цвет) - символ природы, роста, возрождения, молодости; золото (желтый цвет) - символ надежности, богатства, стабильности, устойчивости и процветания; червлень (красный цвет) - символ гостеприимства, красоты, великодушия, храбрости, мужества, неустрашимости; серебро (белый цвет) - символ чистоты, верности, открытости, надежности и доброты; лазурь (голубой цвет) - символ водной глади, чистого воздуха, красоты, верности, доброго предзнаменования.";"Муниципальный округ Теплый Стан в городе Москве";"10.08.2023";"МС № 104/2";"2623824815";
"Герб муниципального округа Теплый Стан в городе Москве";"Герб";"47e25a57-a7ba-4852-adeb-b61cfd35053e";"В зеленом поле - золотое пониженное острие, обремененное червленой, мурованной беседкой, с зеленой шатровой кровлей со шпилем и о двух столбах с аркой, стоящей на ступенчатом основании, в нижней части которого из устья истекает лазоревый поток, впадающий ниже беседки в лазоревый пруд, показанный подобно отсеченному низу шара.";"В гербе языком символов и аллегорий отражены исторические, культурные и географические особенности муниципального образования. Муниципальный округ Теплый Стан создан в территориальных границах района города Москвы с одноименным названием, который в свою очередь был образован в 1995 году. Происхождение названия данного муниципального образования связано с располагавшимися ранее в этих местах подмосковными поселениями Нижние Тёплые Станы и Верхние Тёплые Станы, которые стали частью Москвы в 1960 году. Название муниципального округа «Теплый Стан» имеет несколько версий происхождения. Для целей обоснования символики официального символа выбрана наиболее распространенная версия. Слово «теплый» однозначно толкуется как утепленное, отапливаемое, обустроенное для зимнего жилья место. Слово «стан» (становище) истолковывается как место, где дорожные путники или ратные люди стали, остановились для отдыха, временного пребывания. В старину расстояние от Москвы до деревень Верхние и Нижние Теплые Станы было равно одному конному переходу. Следовательно, путешественникам и ездокам здесь нужно было остановиться, спешиться, накормить лошадей и дать им отдохнуть. Таким образом, здесь находилось последнее отапливаемое (теплое) пристанище на выезде из Москвы. На территории муниципального образования находится одно из самых высоких мест в Москве: Теплостанская возвышенность, отрог Смоленско-Московской возвышенности, высота которой достигает 253 метра над уровнем моря. В этом месте очень сближены верховья сразу четырёх относительно крупных рек - Очаковки (истока Раменки), Чертановки, Битцы и Сосенки. Близко от этой точки берут начало также небольшие речки Смородинка, Городня, Сетунька, Сетунь, Дубинкинская речка и Румяниевский ручей. Многие из этих ручьев и речек берут начало на территории ландшафтного заказника «Теплый Стан», который является естественным лесным массивом, оказавшимся в городской черте. Речка Очаковка свое начало берет из родника с названием «Холодный» и впадает в Большой пруд, из которого берет начало река Раменка. Природный лесной массив ландшафтного заказника, чистый воздух, родники и малые реки до настоящего времени сохраняются на территории муниципального образования. Зеленое поле гербового щита символизирует природный лесной массив ландшафтного заказника «Теплый Стан», который располагается рядом с жилыми кварталами. Золотое острие аллегорически указывает на одно из самых высоких мест в городе Москве (Теплостанская возвышенность), которое расположено на территории данного муниципального образования. Червленая с зеленой шатровой кровлей беседка символизирует место, где дорожные путники или ратные люди, останавливались для отдыха, временного пребывания в теплом, отапливаемом пристанище - стане, давшем впоследствии этой местности название «Теплый Стан».Лазоревый (голубой) поток, вытекающий из основания червленой (красной) с зеленой шатровой кровлей беседки и впадающий в чашевидный водоем того же цвета, языком аллегории указывает на речку Очаковку, берущую свое начало из родника с названием «Холодный» и впадающую в Большой пруд. Примененные в гербе цвета символизируют: зелень (зеленый цвет) - символ природы, роста, возрождения, молодости; золото (желтый цвет) - символ надежности, богатства, стабильности, устойчивости и процветания; червлень (красный цвет) - символ гостеприимства, красоты, великодушия, храбрости, мужества, неустрашимости; серебро (белый цвет) - символ чистоты, верности, открытости, надежности и доброты; лазурь (синий цвет) - символ водной глади, чистого воздуха, красоты, верности, доброго предзнаменования.";"Муниципальный округ Теплый Стан в городе Москве";"10.08.2023";"МС № 104/1";"2623862503";
"Флаг муниципального округа Савеловский в городе Москве";"Флаг";"a884d9c3-07a8-4247-9076-cfbd7aa5eb1e";"Прямоугольное полотнище с отношением ширины к длине 2:3, на всю поверхность которого распространена композиция из герба муниципального образования, с заменой геральдических золота, серебра, червлени и лазури соответственно желтым, белым, красным и синим цветами.";"Распростертые крылья (лёт) в голубом поле символизируют славное авиационное прошлое – на территории округа был расположен знаменитый Тушинский аэродром. Желтая (золотая) острие с фиалками как обособленная часть поля флага указывает на особую зону муниципального округа – старинный природный парк и усадьбу Покровское-Стрешнево, давшие название местности. Символика фиалок на флаге муниципального округа многозначна. Фиалки помимо указания на природный парк, будучи традиционным символом смирения и кротости, символизируют Богородицу и расположенный на территории муниципального округа храм Покрова Пресвятой Богородицы, имя которого также вошло в название муниципального округа. Использованные цвета дополняют символику флага: Желтый цвет (золото) – символ богатства, стабильности, уважения, интеллекта. Белый цвет (серебро) – символ чистоты, совершенства, мира и взаимопонимания. Синий цвет – символ чести, благородства, духовности. Зеленый цвет – символ надежды, изобилия, свободы, радости.";"Муниципальный округ Савеловский в городе Москве";"10.08.2023";"МС № 87/2";"2623895799";
"Герб муниципального округа Савеловский в городе Москве";"Герб";"73f03ee9-c920-4fb4-93e3-b5cc20468ff5";"В лазоревом поле - серебряный с золотыми глазами, клювом и поджатыми лапами летящий прямо с распростертыми и воздетыми крыльями голубь над червленой вырубной оконечностью, окаймленной серебром и обремененной справа, серебряной с золотыми сердцевиной и убором розой, а слева – серебряным зубчатым колесом о четырех спицах.";"Герб языком символов и аллегорий отражает исторические и культурные особенности муниципального округа Савеловский. Голубь - традиционный символ любви, постоянства, семейного счастья указывает на расположенный на территории района Дворец бракосочетания - крупнейший в Москве. Роза - многогранный символ, среди значений которого есть символика союза и любви. В этом качестве роза дополняет символику голубя указывая на дворец бракосочетания. В древности венками из роз украшали головы молодоженов. Как символ заботы о сохранении счастья в жизни роза напоминает о том, что в конце XIX века на территории современного района был построен храм Святителя Митрофана Воронежского. Особенностью храма было то, что построен он был специально при Елизаветинском приюте для детей-сирот. Роза как яркий представитель ботанических садовых культур отсылает к работающей долгие годы на территории муниципального округа станции юных натуралистов. Так же роза, благодаря своим качествам - красоте и аромату, дополняет символику зубчатого колеса и отсылает к парфюмерному производству. Зубчатое колесо напоминает о том, что до революции слобода развивалась в основном как ремесленно-промышленная. Именно здесь в XIX веке открылись крупные фабрики - парфюмерная фабрика Ралле и знаменитая швейная фабрика «Вымпел», обеспечивавшая обмундированием сначала армию Российской империи, а впоследствии и Советскую армию, пожарных, космонавтов, летчиков. Деление щита на две части напоминает по своей форме вымпел, что так же указывает на название швейной фабрики. Серебряная кайма аллегорически отражает транспортные артерии, пролегающие по границам муниципального округа - железнодорожная ветка Савеловского вокзала; первая трамвайная линия от бутырской заставы к Петровскому дворцу, Царская железная дорога с севера, соединявшая Николаевскую (позже - Октябрьскую) и Александровскую (Белорусскую) железные дороги. Использованные цвета дополняют символику герба: Червленый (красный) цвет - символ храбрости, отваги и мужества также напоминает о располагавшемся здесь во второй половине XVII века Бутырском полку. Лазоревый (синий цвет) - символ чести, благородства, духовности. Серебро - символ чистоты, совершенства, мира и взаимопонимания. Золото - символ богатства, стабильности, уважения, интеллекта.";"Муниципальный округ Савеловский в городе Москве";"10.08.2023";"МС № 87/1";"2623963639";
"Флаг муниципального округа Пресненский в городе Москве";"Флаг";"8c97d7a4-8416-4f6b-b8d4-aa0a4db32d75";"Прямоугольное полотнище с отношением ширины к длине 2:3, состоящее из трех вертикальных полос: желтой, красной и желтой, ширина красной полосы составляет 1:2 длины полотнища флага, желтые полосы равновелики. В центре красной полосы помещено изображение белого факела с желтым пламенем из герба муниципального образования.";"Флаг разработан на основе герба и повторяет его символику. Одним из наиболее ярких событий в истории Пресненского района была революция 1905-1907 года, когда Пресня стала главным центром Декабрьского вооруженного восстания. Именно в память об этих событиях в 1920 году район был переименован в Краснопресненский. Это название сохранялось вплоть до 1991 года. Серебряный факел с золотым пламенем в красном поле напоминает об этих событиях – пылающий факел является одним из символов борьбы за свободу. Символика факела многозначна. Факел также является традиционным символом разума, знания, просвещения, а также творчества и в этом качестве он указывает на наличие на территории муниципального образования большого количества учебных заведений, учреждений культуры, крупнейшего выставочного комплекса. Красное поле с золотыми краями символизирует устойчивость, стабильность и в гербе муниципального округа образно говорят о многовековой истории Пресни, постоянном развитии района. Использованные цвета дополняют символику флага. Желтый цвет (золото) – символ богатства, стабильности, уважения, интеллекта. Белый цвет (серебро) – символ чистоты, совершенства, мира и взаимопонимания. Красный (червленый) цвет – символ труда, мужества, жизнеутверждающей силы, красоты и праздника.";"Муниципальный округ Пресненский в городе Москве";"10.08.2023";"МС № 81/2";"2625298436";
"Герб муниципального округа Пресненский в городе Москве";"Герб";"f5c87d87-4cb8-4bf8-9f6e-cf44b790f84a";"В червленом поле с золотыми широкими краями – серебряный факел с золотым пламенем в столб.";"Одним из наиболее ярких событий в истории Пресненского района была революция 1905-1907 года, когда Пресня стала главным центром Декабрьского вооруженного восстания. Именно в память об этих событиях в 1920 году район был переименован в Краснопресненский. Это название сохранялось вплоть до 1991 года. Серебряный факел с золотым пламенем в красном поле напоминает об этих событиях – пылающий факел является одним из символов борьбы за свободу. Символика факела многозначна. Факел также является традиционным символом разума, знания, просвещения, а также творчества и в этом качестве он указывает на наличие на территории муниципального образования большого количества учебных заведений, учреждений культуры, крупнейшего выставочного комплекса. Красное поле с золотыми краями символизирует устойчивость, стабильность и в гербе муниципального округа образно говорят о многовековой истории Пресни, постоянном развитии района. Использованные цвета дополняют символику герба: Золото – символ богатства, стабильности, уважения, интеллекта. Серебро – символ чистоты, совершенства, мира и взаимопонимания. Червленый (красный) цвет – символ труда, мужества, жизнеутверждающей силы, красоты и праздника.";"Муниципальный округ Пресненский в городе Москве";"10.08.2023";"МС № 81/1";"2625298437";
"Флаг муниципального округа Покровское-Стрешнево в городе Москве";"Флаг";"72112c5b-2496-4ab8-a8e9-7b63b733892e";"Прямоугольное синее полотнище с отношением ширины к длине 2:3, на всю поверхность которого, распространена композиция герба муниципального образования, с заменой геральдических золота, серебра и лазури соответственно жёлтым, белым и синим цветами.";"Распростертые крылья (лёт) в голубом поле символизируют славное авиационное прошлое – на территории округа был расположен знаменитый Тушинский аэродром. Желтая (золотая) острие с фиалками как обособленная часть поля флага указывает на особую зону муниципального округа – старинный природный парк и усадьбу Покровское-Стрешнево, давшие название местности. Символика фиалок на флаге муниципального округа многозначна. Фиалки помимо указания на природный парк, будучи традиционным символом смирения и кротости, символизируют Богородицу и расположенный на территории муниципального округа храм Покрова Пресвятой Богородицы, имя которого также вошло в название муниципального округа. Использованные цвета дополняют символику флага: Желтый цвет (золото) – символ богатства, стабильности, уважения, интеллекта. Белый цвет (серебро) – символ чистоты, совершенства, мира и взаимопонимания. Синий цвет – символ чести, благородства, духовности. Зеленый цвет – символ надежды, изобилия, свободы, радости.";"Муниципальный округ Покровское-Стрешнево в городе Москве";"10.08.2023";"МС № 79/2";"2625298438";
"Герб муниципального округа Покровское-Стрешнево в городе Москве";"Герб";"60eaa970-8cdb-40f9-9450-eac51b6afe02";"В лазоревом поле с золотым укороченным острием, обремененным тремя лазоревыми с золотыми сердцевинами фиалками на зеленых стеблях при трех листьях той же финифти, вверху – серебряный распростертый лёт.";"Распростертые крылья (лёт) в лазоревом поле символизируют славное авиационное прошлое – на территории округа был расположен знаменитый Тушинский аэродром. Золотое острие с фиалками как обособленная часть поля герба указывает на особую зону муниципального округа – старинный природный парк и усадьбу Покровское-Стрешнево, давшие название местности. Символика фиалок в гербе муниципального округа многозначна. Фиалки помимо указания на природный парк, будучи традиционным символом смирения и кротости, символизируют Богородицу и расположенный на территории муниципального округа храм Покрова Пресвятой Богородицы, имя которого также вошло в название муниципального округа. Использованные цвета дополняют символику герба: Золото – символ богатства, стабильности, уважения, интеллекта. Серебро – символ чистоты, совершенства, мира и взаимопонимания. Лазоревый (синий, голубой цвет) – символ чести, благородства, духовности. Зеленый цвет – символ надежды, изобилия, свободы, радости.";"Муниципальный округ Покровское-Стрешнево в городе Москве";"10.08.2023";"МС № 79/1";"2625298439";
"Флаг Поселения Мосрентген в городе Москве";"Флаг";"f7be500c-4365-4ecd-8750-1ac175de038d";"Прямоугольное красное полотнище с отношением ширины к длине 2:3, с синей полосой в 2:9 полотнища у древка; посередине красной части полотнища – белый с желтыми глазами, клювом, языком и когтями грифон с тремя мечами в ножнах в передних львиных лапах из герба муниципального образования; на синей полосе – жёлтый крест над белой подковой.";"Символика флага муниципального образования Поселения «Мосрентген» основана на символике его герба. Становление и развитие территории, вошедшей в поселение «Мосрентген» связаны с деятельностью служилого дворянина Максима Федоровича Стрешнева, получившего эти земли в 1628 году в награду за участие в освобождении Москвы от польских интервентов. Изображение желтого креста и белой подковы из герба Стрешневых подчеркивают геральдическую и историческую преемственность. Белый грифон с желтыми глазами, клювом, языком и когтями аллегорически показывает тесную связь муниципального образования с 27-й отдельной гвардейской мотострелковой Севастопольской Краснознамённой бригадой имени 60-летия образования СССР, расположенной на его территории. Изображение грифона перекликается с гербом города Севастополя. Белые мечи в лапах грифона символизируют надежную защиту Отечества в прошлом, настоящем и будущем. Красный цвет – символ мужества, воинской доблести, силы. Синий цвет – символ чести, благородства, духовности. Белый цвет (серебро) – символ чистоты, совершенства, мира и взаимопонимания. Желтый цвет (золото) – символ богатства, стабильности, уважения, интеллекта.";"Поселение Мосрентген в городе Москве";"10.08.2023";"МС № 140/2";"2625298817";
